user_idx,combined_text
96,"和平路上的寧靜角落，座落一幢滿室咖啡香的Cafe’，在這兒，可以烘豆、可以學習沖淬…
循著咖啡香，就能尋到我了～ 氛圍超棒的安娜咖啡，大面窗景與窗外綠意，
很有英式下午茶的體驗！
一直誤以為老闆娘英文名字是「安娜」，後來發現，原來「安娜」是老闆娘常說的台語口頭禪！ 食物好吃、店內氣氛也滿好的！
菜單上的主食也很多樣化可以選擇！
值得推薦… 許久沒有來了，這次再次蒞臨品嚐！
點選肉桂捲套餐，感覺好吃有香氣！ 海岸風景確實很優美，即使外面風很大，屋內也能一覽無遺！羊奶咖啡、羊奶蛋糕、羊奶奶昔、羊奶吐司都是有店家特色的品項！
窗邊座位建議提早預訂！ 宜預先訂位…。店家氛圍很棒，很好拍照！
食物也很好吃，選擇正餐或下午茶都很合適！
值得推薦的市中心靜巷好店！ 七分熟牛排也切片擺盤，方便入口，
整體來說還滿好吃的，CP值頗高…
堅果碎優格也滿有層次口感的！值得推薦～ 綿密細緻的奶泡用表面張力挺著，佐上喉韻舒服的配方豆萃取液，濃郁香氣撲鼻而來，小啜一口，口齒留香，但多了牛奶鬍子🧔 … 甜點好吃不甜膩，闆娘持續精進甜點烘焙的功夫，非常好吃…
義式咖啡的價格也不高⋯⋯
下次再來嘗試單品手沖！ 奧莉咖啡(Olive Cafe)是一個令人愉悅的咖啡館，融合了獨特的甜點與清新的飲品。特別推薦他們的西西里檸檬冰咖啡，清爽的酸甜滋味令人驚艷，瞬間提振心情。搭配巴斯克乳酪蛋糕，更讓人感受到濃郁與幸福的滋味。
除了咖啡，無酒精飲品、主食正餐、輕食點心的品項豐富！無論是享用午茶或朋友聚會，這裡都是美崙區域的最佳選擇！"
97,"美美的，但和網美一樣缺乏個性
咖啡、音樂、環境都算不錯，但也沒特別好
沒有提供白開水 … 布朗尼外酥內軟不錯吃，小貴 今天風蠻大的氣溫也降了許多，坐在室外不是很舒適，也許下次天氣好些再來吧
喜歡這裡陶器和插花的擺設，很美，貓跑來跑去的，音樂也不錯
廁所比較簡陋些，牆壁上方是直通外面的，如果有人在外面等或大便會有點尷尬 … 佈置極富巧思，細細探索富饒韻味
店貓長得超級可愛又很酷
燈光很暗，如果要看書或寫字眼睛會很吃力 喜新厭舊如我，龍宮是我少數目前去過還會想再去的咖啡廳
佈置非常有意思，品味獨到
咖啡有水準，音樂宜人"
98,"美味又好吃 點了三道鹹食 會願意為了咖哩飯再訪！
肉桂捲也很棒 可惜沒吃到其他甜點🥲😭 … 花蓮最愛的咖啡館 第一名
搬了新家更愛 氛圍很棒✨🤍〰️ … 飛魚香腸擺盤很美，但份量有點可惜🥺🥺🥺
飲品甜點都好吃！！ …"
99,"老宅，調豆咖啡，Cold Brew Coffee ,非常好喝，非常好的氛圍，聊天聚會的好場所。 小小一家不顯眼的店，沒有漂亮景觀、沒想到人真多！
飲料好喝、寵物友善，店員也非常認真友善，值得再訪！"
100,"空間很棒！喜歡空間的佈置巧思，選件也具獨特眼光！
是可以舒服度過悠哉時光的小店，
咖啡獨特風味，可以點兩款比較看看
我點了山里及黑霧，個人喜歡山里的風味😋～甜點檸檬塔也夠酸好吃！！😂😂 … 很棒的空間❤️
咖啡好喝、食物好吃、貓可愛😻
想賴著不走的好地方！ …"
101,"很低調的一間好店，咖啡師很讚，但煮出來的咖啡真的沒話說，花蓮最強，拿鐵夠濃夠厚，比例抓的剛剛好，手沖也很強，店內有賣豆子
下次去花蓮一定還會再次拜訪 … 店內的氛圍很棒，甜點跟咖啡也很厲害，感謝Sean推薦"
102,"司康烤過後再吃非常的酥，香氣也非常濃郁，兩位店員的態度也非常好，推薦大家去吃！ 蠻貴的 香腸好吃 黑糖奶茶好喝其他很普通
算是典型的網美愛店 裝潢滿漂亮就是了"
103,手沖很讚！甜點也是！ 餐點、蜜香紅茶、服務及環境都很優質！
104,即使店裡坐滿人，還是可以維持寧靜的舒適空間，甜點都非常出色。非常適合放空。 舒適的空間，活潑可愛的貓咪們陪伴。鬆餅好吃，水果茶微酸不甜我很喜歡。
105,放鬆心情的好地方，咖啡、氣泡飲都不錯，停車要到海邊比較多車位！ 巧克力每個都好吃，核桃最好吃
106,"東西好吃 服務很好❤️
且不會打擾客人的店家 很適合來放鬆
適合情侶 朋友來 … 咖啡香醇好喝，老闆也很和善"
107,店內氛圍相當舒適，發現餐點有誤能馬上處理，相當感謝，飲品都非常好喝～ 花蓮少有特色舒適安靜咖啡店，食物9成都好吃，疏菜健康樣樣精緻，由其喜歡油雞跟紅燒肉，朋友都說好吃好飽好舒服，咖啡微酸看個人喜好，西西里不錯，如果配一本好書，真的可以久窩，好地方ㄧ定會再回訪，老闆有用心喔！ 老闆親切友善，咖啡好喝，空間舒適，推推🥰 … 可麗露超讚這次終於搶到了
108,從google找到的，布丁和飲品還可以，但價格上真的滿高的，一次性的店囉！ 咖啡很好喝，很寧靜很喜歡這地方。
109,店員親切 貓貓可愛 蛋糕咖啡也都很讚 平日人就很多，不適合坐很久。但咖啡確實好喝～
110,"覺得餐點跟飲料普普 店內裝潢很舒服 咖啡好喝
偶爾可以看到列車經過"
111,"磅蛋糕跟美式都還不錯，但整體體驗是不好的。
1. 2點才剛過2-3分鐘，隨即拒絕供應午餐餐點（請不要說過2點就是2點這種沒有彈性的理由，並不是在趕飛機/火車）當時除了我們外還有幾組客人同時想用餐，但店家還有食材但拒絕供應。 … 質感跟專業並存！想感受文青或享受專業的咖啡介紹，都可以得到想要的滿足。"
112,"很舒服的氛圍，
慵懶的坐在這裡，
聽聽音樂， … 我真的打從心底喜歡在植物圍繞的餐廳用餐，更重要的是，我吃過的幾個餐點，都非常好吃，服務態度極佳，感受很好👍 …"
113,"看他的評分過去 但不知道為何高分  咖啡及飲品普通   不過座位有附插座及Wifi. 所以可能適合來做事的人吧 店內員工態度真的不好 👎
我們到店家時 看到隔壁門前有停機車 我們就一樣在此店門口停車 沒想到一進店 店員就很冷淡的說「門口不能停車」叫我們停對面全家門口 我看全家門口畫了紅線 這家店沒有畫紅線 ！所以是要我們停在紅線被開單嗎 =.=｜  我們後來還是有移車後再進店內 … 這一家就位在鐵路旁邊的咖啡店，店內用大量的木頭擺飾、木頭桌椅和木頭裝潢，給人非常舒適自然的感覺，在店內的氛圍很放鬆舒服😌
點了熱拿鐵（$130）及黑糖拿鐵 （$150）咖啡很濃郁，拉花也很漂亮、自然，黑糖拿鐵不會太甜，甜度剛剛好！甜點都是加熱後才上桌，熱熱吃口感很不錯，老闆看我們人數，還貼心幫我們分切好，真好！我們點了磅蛋糕和蘋果派，個人是比較喜歡微熱的磅蛋糕，味道和口感都很棒👍 …"
114,"手沖很好喝！ 層次分明 將每種味道都一一帶出值得再訪
肉桂捲不是肉桂味很重的 普通人應該都能接受 但如果是重度肉桂愛好者 可能會覺得沒味道 還有榴蓮蛋糕 留著下次再來嚐
質感100分的店 連廁所的衛生紙都有挑選過XD好愛好愛 … 其實是為了肉桂捲去的 但剛好換新菜單 希望之後會繼續賣 當天吃了別的蛋糕也是很讚 手沖也好喝 好店必須來❤️❤️❤️❤️❤️
小小一間店但五臟俱全 手沖.豆子.耳掛包樣樣都有 點內也很多豆子價格合理 喜歡的人可以來參考看看 老闆很專業&熱情 可以和你大聊特聊也可以跟你詳細介紹咖啡 幫你找到最適合你的口味👌🏻 …"
115,喝個咖啡 歇歇腳 不錯的地方 可惜常常爆滿 座位比較少 手調咖啡很好喝 停車比較麻煩
116,環境很好，糕點普通 細心講解手沖咖啡，甜點也噷棒
117,有內涵的人和空間，有品味的陶器和咖啡。 優雅的環境，精緻的餐點
118,陽光系 舒服咖啡廳 七星潭附近的有趣咖啡廳 花蓮早晨的好夥伴
119,"奶剛剛好☕️
奶多一點☕️ 榛果拿鐵
阿芙佳朵
(香菜冰淇淋+濃縮咖啡) 抹茶鮮奶、黑糖鮮奶、拿鐵😋 … 好吃😋 … 下午茶😊
#拿鐵
#莓果氣泡飲
#檸檬棒蛋糕 … 好吃😋 … 好吃😋 …"
120,很舒服的空間、肉桂捲好吃！ 非常舒服的一間店😌💖 …
121,"一切恰巧地離開龍宮，出水芙蓉 許久未喝到風味如此出色完整的手沖...

環境復古...貓老大...懷舊書香..."
122,純粹賣海景，東西還可以囉~ 氣氛空間營造不錯，食物也有一定品質
123,"咖啡外帶店，老闆娘親切幽默笑容也甜，整體咖啡拿鐵配方豆好喝，手沖稍嫌水感，外頭等待滑板與店LOGO非常街頭有趣。 位於海岸邊的咖啡館，店內裝潢舒適得宜，與自然跟老屋結合出空間感，咖啡中間質，店內佈置有許多小巧思十分有趣。 咖啡豆款式多單品技巧好喝也有特色，店家風格溫潤，店貓也十分肥美愜意。
進入店裡一開始溫度空氣稍嫌不流通，但氣氛與燈光環境適應後捨不得離開，咖啡杯子那有貓咪泡澡造型，整體來說直接滿分。 老闆親切笑容溫柔，店只有戶外半開放式風格舒服獨樹一格，既令人自在又沉穩，杯子與小物是自製販售，陶藝美感十分清新，咖啡中間質，拿鐵配方豆不錯。"
124,"非常好的餐廳
服務很好
餐點更讚 早午餐不錯  很有特色  環境舒服 非常推薦的一家❤️ 風景真的很美，坐在海邊看海吹風，喝點飲料吃點點心，真的非常舒服愜意，但是建議前往的人噴點防蚊液，不要像我被不知名的小蟲咬，兩隻腳都被叮咬，結果惡化了😭，真的建議穿長褲，或噴防蚊液！！！ …"
125,"店內佈置氣氛很好 前院裡的咖啡廳
環境雅緻
氣氛悠閒
適合天氣涼涼的下午"
126,溝仔尾蠻具特色的小店，店內環境溫馨，熱巧克力很濃郁好喝但拿鐵就比較淡一點了。二樓有不定時的展覽，空間充滿藝文的氣息。 店內氣氛不錯，是文青店中少數覺得不雜亂的，提供很多書籍閱讀，是能放鬆的好地方。
127,"為了貓咪而來的🌚
環境舒適 而且咖啡好喝又不貴
很幸運假日下午來還有位子
整體來說很滿意 … 工業懷舊風的咖啡廳
拿鐵滑順好喝也不貴
可惜假日來 人潮多 有點破壞店內的安靜與暇意"
128,"很漂亮的網美咖啡店，餐點漂亮又好吃😋
老闆和老闆娘都好熱情喔，大推👍👍 … 寵物有善，環境舒適"
129,"回訪好幾次
非常喜歡肉桂捲以及檸檬氣泡咖啡
來花蓮一定會去的店 環境很不錯👌🏽
咖啡與甜點都正常發揮！ …"
130,外帶手沖、咖啡豆都很棒! 咖啡好喝，價位有點高，店內適合拍照。
131,咖啡好喝，環境清幽的好地方 普通吧，餐飲沒什麼特別之處，價格倒是特別高昂
132,五星神麵 讚 開店遲到態度差，售價與品質相差甚遠
133,可麗露中規中矩，非脆的口味 手沖咖啡很好喝 氛圍很棒
134,"很喜歡這間店悠悠寧靜的感覺
東西很好吃! 超讚的咖啡！ 很好的空間，可以好好享受悠閒寧靜的時光 提拉米蘇很讚，口感很creamy，酒味也剛好，拿鐵正常，沒有特別的味道，是一杯剛好的拿鐵。"
135,"感覺是（寵物）餐廳,
餐點就是簡餐的定位，
吃的不餓，談不上美食， … 羊奶咖啡超特別，海景無敵，花蓮必來咖啡廳 -「環境」應該是花蓮最寬敞的咖啡
廳，在裡面好大好放鬆。
-「服務」男服務員很友善！！ … 友善的服務，
專業的咖啡，
愉悅的咖啡時光， …"
136,貝禮斯奶酒可可大推 裝潢很有氣氛，而且性別友善
137,下午茶店選擇不多 氣氛悠閒好拍照 沒開（明明不是星期二店休）
138,老牌咖啡廳，檸檬塔好吃！但價格都偏高。 非常有風格的小店，全部都是木製藝品。點杯飲料，吃個下午茶，極為舒適。 可愛的七星潭海邊咖啡廳！
139,店內佈置溫馨，餐點在水準之上 甜點不錯吃
140,這個舒芙蕾真的是蒿吐露絲，有夠好吃，然後也有點其他的主餐，松阪豬、鱸魚、燒肉、醉雞，這些沒有一項雷的都超好吃，環境也很舒服，值得一來！ 覺得焗烤千層的份量稍小，且醬有點稀 餐點和整體氛圍都很舒服，價格也很甜～ 紅茶布丁蛋香味濃，焦糖甜度剛好，提拉米蘇酒香充足，也不過甜，咖啡和巧克力味也很平衡，下次想試試看內用～
141,"大推
老闆真的會烘豆
好喝 … 生意興隆等好久"
142,"氣氛很是不錯 有一定價格
不過狗很可愛
東西味道也還行"
143,"白人同意了。 👍🏻 👍🏻

比台灣的一般價格高，但以西方國家的錢來看還是很划算的。 … 這裡的空間令人放鬆，咖啡也很棒。"
144,喝咖啡的好地方。沙拉還不錯，但蘑菇吐司真的很棒。 店面佈置得非常好，我很喜歡這裡的設計，咖啡也不錯，但服務有點慢。
145,"很漂亮的咖啡店，布丁和咖啡還可以，沒有太多印象，如果去花蓮旅遊沒有時間的話，很適合在這裡悠閒地度過一下午 維納很友好，熱情地分享花蓮餐廳，優格和甜點很美味。
還有很棒的咖啡，可以放鬆一下下午"
146,"點了兩杯飲料，拿鐵和莓果汽水，味道都很棒。

室內設計很有品味，雜誌上也有各式各樣的選擇。 點了一杯茶和咖啡"
147,鬆餅超好吃，想像不到的口感，環境也超棒 咖啡非常好喝
148,咖啡好喝 咖啡很好，氣氛愉快。
149,"普通飲食、尚對的起價位，平日也會趕人，很不推 很舒服的一個空間，可惜只開到1800 很舒服的小店
巧克力好食"
150,"滿不錯的簡餐店，燉飯、義大利麵都很入味，而且店內很用心裝潢，而且有店長‘’朵飛‘’四處巡視，是一件蠻推薦的店家，未來有再來花蓮會再度拜訪。

唯獨美中不足的地方是餐點都會配紅茶，只能折抵一杯飲品，假如一個人點好幾份餐點，就必須喝好幾杯紅茶，假若能折抵餐點金額，會更加完美。 份量很足夠，出餐也快速，而且咖啡不錯喝。 好吃,但有點貴 老闆很親切，肉桂捲正點，價位合理"
151,"檸檬塔好吃，貓貓可愛 完美 服務好氣氛好多1顆星
不推薦沙朗牛排... 提醒一下 : 只有露天座位"
152,悠閑的午後適合帶著家裡最愛的狗狗一起來享用一杯熱咖啡 在這邊認識了伯恩山的好朋友
153,"炭吉 小黑貓是當天挑大樑的公關，有著坎坷的身世卻無比親人，給摸給抱誘惑眾客官，甘願（吉）都被（炭）走
100元 單品咖啡與烘烤過的燕麥餅乾（推），組成療癒人的體驗（4.3/5）
90元 檸檬塔 酸度夠整體偏甜，塔皮很香，塔上有整片糖漬檸檬（3.7/5） … 店內氣氛良好 餐點健康 份量對女生剛好 松露雞肉燉飯大愛 雞肉柔嫩多汁又很夠
青醬味濃 適合的是 純享受咖啡香、喜靜不走動的朋友

店家有提供插座供讀書/討論報告 …"
